id;Product;Specification;Filename;Page
189;Spesifikasi Hardware - Golden Unit Server Category 1 - Dell R760 - 6444Y 3.6G, 16C x2;OpenManage Enterprise Advanced (Qty=1);BOQ1.pdf;2
190;Spesifikasi Hardware - Golden Unit Server Category 1 - Dell R760 - 6444Y 3.6G, 16C x2;Spesifikasi Teknis (Qty=1);BOQ1.pdf;3
191;Spesifikasi Hardware - Golden Unit Server Category 1 - Dell R760 - 6444Y 3.6G, 16C x2;No Quick Sync (Qty=1);BOQ1.pdf;3
192;Spesifikasi Hardware - Golden Unit Server Category 1 - Dell R760 - 6444Y 3.6G, 16C x2;iDRAC,Legacy Password (Qty=1);BOQ1.pdf;3
193;Spesifikasi Hardware - Golden Unit Server Category 1 - Dell R760 - 6444Y 3.6G, 16C x2;iDRAC Service Module (ISM), NOT Installed (Qty=1);BOQ1.pdf;3
194;Spesifikasi Hardware - Golden Unit Server Category 1 - Dell R760 - 6444Y 3.6G, 16C x2;iDRAC Group Manager, Enabled (Qty=1);BOQ1.pdf;3
195;Spesifikasi Hardware - Golden Unit Server Category 1 - Dell R760 - 6444Y 3.6G, 16C x2;Cable Management Arm, 2U (Qty=1);BOQ1.pdf;3
196;Spesifikasi Hardware - Golden Unit Server Category 1 - Dell R760 - 6444Y 3.6G, 16C x2;ReadyRails Sliding Rails (Qty=1);BOQ1.pdf;3
197;Spesifikasi Hardware - Golden Unit Server Category 1 - Dell R760 - 6444Y 3.6G, 16C x2;No Systems Documentation, No OpenManage DVD Kit (Qty=1);BOQ1.pdf;3
198;Spesifikasi Hardware - Golden Unit Server Category 1 - Dell R760 - 6444Y 3.6G, 16C x2;Prosupport Plus and 4Hr Mission Critical, 36 Month(s) (Qty=1);BOQ1.pdf;3
199;Spesifikasi Hardware - Server Category 2 - Dell R760 6434 3.7G, 8C x1;Specification each unit : (Qty=1);BOQ1.pdf;3
200;Spesifikasi Hardware - Server Category 2 - Dell R760 6434 3.7G, 8C x1;PowerEdge R760 Server (Qty=1);BOQ1.pdf;3
201;Spesifikasi Hardware - Server Category 2 - Dell R760 6434 3.7G, 8C x1;Trusted Platform Module 2.0 V3 (Qty=1);BOQ1.pdf;3
202;Spesifikasi Hardware - Server Category 2 - Dell R760 6434 3.7G, 8C x1;"2.5"" Chassis with up to 16 Drives (8 SAS/SATA + 8 NVMe HWRAID), Smart Flow, Dual Controller,Front PERC 12 (Qty=1)";BOQ1.pdf;3
203;Spesifikasi Hardware - Server Category 2 - Dell R760 6434 3.7G, 8C x1;Intel  Xeon  Gold 6434 3.7G, 8C/16T, 16GT/s, 23M Cache, Turbo, HT (195W) DDR5-4800 (Qty=1);BOQ1.pdf;3
204;Spesifikasi Hardware - Server Category 2 - Dell R760 6434 3.7G, 8C x1;No Additional Processor (Qty=1);BOQ1.pdf;3
205;Spesifikasi Hardware - Server Category 2 - Dell R760 6434 3.7G, 8C x1;Heatsink for 1 CPU configuration (CPU greater than 165W) (Qty=1);BOQ1.pdf;3
206;Spesifikasi Hardware - Server Category 2 - Dell R760 6434 3.7G, 8C x1;Performance Optimized (Qty=1);BOQ1.pdf;3
207;Spesifikasi Hardware - Server Category 2 - Dell R760 6434 3.7G, 8C x1;4800MT/s RDIMMs (Qty=1);BOQ1.pdf;3
208;Spesifikasi Hardware - Server Category 2 - Dell R760 6434 3.7G, 8C x1;16GB RDIMM, 4800MT/s Single Rank (Qty=8);BOQ1.pdf;3
209;Spesifikasi Hardware - Server Category 2 - Dell R760 6434 3.7G, 8C x1;C49, No RAID for drives on x16BP (Qty=1);BOQ1.pdf;3
210;Spesifikasi Hardware - Server Category 2 - Dell R760 6434 3.7G, 8C x1;PERC H965i Controller, Front (Qty=1);BOQ1.pdf;3
211;Spesifikasi Hardware - Server Category 2 - Dell R760 6434 3.7G, 8C x1;PERC H965i Controller, Front (Qty=1);BOQ1.pdf;3
212;Spesifikasi Hardware - Server Category 2 - Dell R760 6434 3.7G, 8C x1;Front PERC Mechanical Parts, rear load (Qty=1);BOQ1.pdf;3
213;Spesifikasi Hardware - Server Category 2 - Dell R760 6434 3.7G, 8C x1;Front PERC Mechanical Parts, rear load (Qty=1);BOQ1.pdf;3
214;Spesifikasi Hardware - Server Category 2 - Dell R760 6434 3.7G, 8C x1;480GB SSD SATA Read Intensive 6Gbps 512 2.5in Hot-plug AG Drive, 1 DWPD (Qty=2);BOQ1.pdf;3
215;Spesifikasi Hardware - Server Category 2 - Dell R760 6434 3.7G, 8C x1;1.6TB Enterprise NVMe Mixed Use AG Drive U.2 Gen4 with carrier (Qty=2);BOQ1.pdf;3
216;Spesifikasi Hardware - Server Category 2 - Dell R760 6434 3.7G, 8C x1;Performance BIOS Setting (Qty=1);BOQ1.pdf;3
217;Spesifikasi Hardware - Server Category 2 - Dell R760 6434 3.7G, 8C x1;UEFI BIOS Boot Mode with GPT Partition (Qty=1);BOQ1.pdf;3
218;Spesifikasi Hardware - Server Category 2 - Dell R760 6434 3.7G, 8C x1;Very High Performance Fan x6 (Qty=1);BOQ1.pdf;3
219;Spesifikasi Hardware - Server Category 2 - Dell R760 6434 3.7G, 8C x1;Dual, Hot-Plug,Power Supply Fault Tolerant Redundant (1+1), 1400W, Mixed Mode (Qty=1);BOQ1.pdf;3
220;Spesifikasi Hardware - Server Category 2 - Dell R760 6434 3.7G, 8C x1;Jumper Cord - C13/C14, 4M, 250V, 10A (US, EU, TW, APCC countries except ANZ) (Qty=2);BOQ1.pdf;3
221;Spesifikasi Hardware - Server Category 2 - Dell R760 6434 3.7G, 8C x1;Power Cord - C13, 1.9M, 250V, 10A (Indonesia, Laos, Vietnam) (Qty=2);BOQ1.pdf;3
222;Spesifikasi Hardware - Server Category 2 - Dell R760 6434 3.7G, 8C x1;Riser Config 9, 3x8 FH Slots (Gen5), 1x16 LP Slot (Gen4) (Qty=1);BOQ1.pdf;3
223;Spesifikasi Hardware - Server Category 2 - Dell R760 6434 3.7G, 8C x1;Motherboard supports ONLY CPUs below 250W (cannot upgrade to CPUs 250W and above) (Qty=1);BOQ1.pdf;3
224;Spesifikasi Hardware - Server Category 2 - Dell R760 6434 3.7G, 8C x1;Intel E810-XXV Dual Port 10/25GbE SFP28, OCP NIC 3.0 (Qty=1);BOQ1.pdf;3
225;Spesifikasi Hardware - Server Category 2 - Dell R760 6434 3.7G, 8C x1;Broadcom 5720 Dual Port 1GbE LOM (Qty=1);BOQ1.pdf;3
226;Spesifikasi Hardware - Server Category 2 - Dell R760 6434 3.7G, 8C x1;Intel E810-XXV Dual Port 10/25GbE SFP28 Adapter, PCIe Full Height (Qty=2);BOQ1.pdf;3
227;Spesifikasi Hardware - Server Category 2 - Dell R760 6434 3.7G, 8C x1;Intel E810-XXV Dual Port 10/25GbE SFP28 Adapter, PCIe Low Profile (Qty=1);BOQ1.pdf;3
228;Spesifikasi Hardware - Server Category 2 - Dell R760 6434 3.7G, 8C x1;No Cables Required (Qty=1);BOQ1.pdf;3
229;Spesifikasi Hardware - Server Category 2 - Dell R760 6434 3.7G, 8C x1;PowerEdge 2U Standard Bezel (Qty=1);BOQ1.pdf;3
230;Spesifikasi Hardware - Server Category 2 - Dell R760 6434 3.7G, 8C x1;Assembly BOSS Blank (Qty=1);BOQ1.pdf;3
231;Spesifikasi Hardware - Server Category 2 - Dell R760 6434 3.7G, 8C x1;SFP+, SR, Optical Transceiver, Intel, 10Gb-1Gb (Qty=6);BOQ1.pdf;3
232;Spesifikasi Hardware - Server Category 2 - Dell R760 6434 3.7G, 8C x1;SFP28 SR Optic, 25GbE, 85C, for all SFP28 ports (Qty=2);BOQ1.pdf;3
233;Spesifikasi Hardware - Server Category 2 - Dell R760 6434 3.7G, 8C x1;Red Hat Enterprise Linux, Non Factory Install, Requires License & Subscription Selection (Qty=1);BOQ1.pdf;3
234;Spesifikasi Hardware - Server Category 2 - Dell R760 6434 3.7G, 8C x1;Spesifikasi Teknis (Qty=1);BOQ1.pdf;4
235;Spesifikasi Hardware - Server Category 2 - Dell R760 6434 3.7G, 8C x1;No Media Required (Qty=1);BOQ1.pdf;4
236;Spesifikasi Hardware - Server Category 2 - Dell R760 6434 3.7G, 8C x1;RHEL, 2SKT,1 Physical OR 2Guest,3Yr PREMIUM SUB,Digitally Fulfilled (Qty=1);BOQ1.pdf;4
237;Spesifikasi Hardware - Server Category 2 - Dell R760 6434 3.7G, 8C x1;iDRAC9, Enterprise 16G (Qty=1);BOQ1.pdf;4
238;Spesifikasi Hardware - Server Category 2 - Dell R760 6434 3.7G, 8C x1;OpenManage Enterprise Advanced (Qty=1);BOQ1.pdf;4
239;Spesifikasi Hardware - Server Category 2 - Dell R760 6434 3.7G, 8C x1;No Quick Sync (Qty=1);BOQ1.pdf;4
240;Spesifikasi Hardware - Server Category 2 - Dell R760 6434 3.7G, 8C x1;iDRAC,Legacy Password (Qty=1);BOQ1.pdf;4
241;Spesifikasi Hardware - Server Category 2 - Dell R760 6434 3.7G, 8C x1;iDRAC Service Module (ISM), NOT Installed (Qty=1);BOQ1.pdf;4
242;Spesifikasi Hardware - Server Category 2 - Dell R760 6434 3.7G, 8C x1;iDRAC Group Manager, Enabled (Qty=1);BOQ1.pdf;4
243;Spesifikasi Hardware - Server Category 2 - Dell R760 6434 3.7G, 8C x1;Cable Management Arm, 2U (Qty=1);BOQ1.pdf;4
244;Spesifikasi Hardware - Server Category 2 - Dell R760 6434 3.7G, 8C x1;ReadyRails Sliding Rails (Qty=1);BOQ1.pdf;4
245;Spesifikasi Hardware - Server Category 2 - Dell R760 6434 3.7G, 8C x1;No Systems Documentation, No OpenManage DVD Kit (Qty=1);BOQ1.pdf;4
246;Spesifikasi Hardware - Server Category 2 - Dell R760 6434 3.7G, 8C x1;Prosupport Plus and 4Hr Mission Critical, 36 Month(s) (Qty=1);BOQ1.pdf;4
247;Spesifikasi Hardware - Golden Unit Server Category 2 - Dell R760 - 6434 3.7G, 8C x1;Specification each unit : (Qty=1);BOQ1.pdf;4
248;Spesifikasi Hardware - Golden Unit Server Category 2 - Dell R760 - 6434 3.7G, 8C x1;PowerEdge R760 Server (Qty=1);BOQ1.pdf;4
249;Spesifikasi Hardware - Golden Unit Server Category 2 - Dell R760 - 6434 3.7G, 8C x1;Trusted Platform Module 2.0 V3 (Qty=1);BOQ1.pdf;4
250;Spesifikasi Hardware - Golden Unit Server Category 2 - Dell R760 - 6434 3.7G, 8C x1;"2.5"" Chassis with up to 16 Drives (8 SAS/SATA + 8 NVMe HWRAID), Smart Flow, Dual Controller,Front PERC 12 (Qty=1)";BOQ1.pdf;4
251;Spesifikasi Hardware - Golden Unit Server Category 2 - Dell R760 - 6434 3.7G, 8C x1;Intel  Xeon  Gold 6434 3.7G, 8C/16T, 16GT/s, 23M Cache, Turbo, HT (195W) DDR5-4800 (Qty=1);BOQ1.pdf;4
252;Spesifikasi Hardware - Golden Unit Server Category 2 - Dell R760 - 6434 3.7G, 8C x1;No Additional Processor (Qty=1);BOQ1.pdf;4
253;Spesifikasi Hardware - Golden Unit Server Category 2 - Dell R760 - 6434 3.7G, 8C x1;Heatsink for 1 CPU configuration (CPU greater than 165W) (Qty=1);BOQ1.pdf;4
254;Spesifikasi Hardware - Golden Unit Server Category 2 - Dell R760 - 6434 3.7G, 8C x1;Performance Optimized (Qty=1);BOQ1.pdf;4
255;Spesifikasi Hardware - Golden Unit Server Category 2 - Dell R760 - 6434 3.7G, 8C x1;4800MT/s RDIMMs (Qty=1);BOQ1.pdf;4
256;Spesifikasi Hardware - Golden Unit Server Category 2 - Dell R760 - 6434 3.7G, 8C x1;16GB RDIMM, 4800MT/s Single Rank (Qty=8);BOQ1.pdf;4
257;Spesifikasi Hardware - Golden Unit Server Category 2 - Dell R760 - 6434 3.7G, 8C x1;C49, No RAID for drives on x16BP (Qty=1);BOQ1.pdf;4
258;Spesifikasi Hardware - Golden Unit Server Category 2 - Dell R760 - 6434 3.7G, 8C x1;PERC H965i Controller, Front (Qty=1);BOQ1.pdf;4
259;Spesifikasi Hardware - Golden Unit Server Category 2 - Dell R760 - 6434 3.7G, 8C x1;PERC H965i Controller, Front (Qty=1);BOQ1.pdf;4
260;Spesifikasi Hardware - Golden Unit Server Category 2 - Dell R760 - 6434 3.7G, 8C x1;Front PERC Mechanical Parts, rear load (Qty=1);BOQ1.pdf;4
261;Spesifikasi Hardware - Golden Unit Server Category 2 - Dell R760 - 6434 3.7G, 8C x1;Front PERC Mechanical Parts, rear load (Qty=1);BOQ1.pdf;4
262;Spesifikasi Hardware - Golden Unit Server Category 2 - Dell R760 - 6434 3.7G, 8C x1;480GB SSD SATA Read Intensive 6Gbps 512 2.5in Hot-plug AG Drive, 1 DWPD (Qty=2);BOQ1.pdf;4
263;Spesifikasi Hardware - Golden Unit Server Category 2 - Dell R760 - 6434 3.7G, 8C x1;1.6TB Enterprise NVMe Mixed Use AG Drive U.2 Gen4 with carrier (Qty=2);BOQ1.pdf;4
264;Spesifikasi Hardware - Golden Unit Server Category 2 - Dell R760 - 6434 3.7G, 8C x1;Performance BIOS Setting (Qty=1);BOQ1.pdf;4
265;Spesifikasi Hardware - Golden Unit Server Category 2 - Dell R760 - 6434 3.7G, 8C x1;UEFI BIOS Boot Mode with GPT Partition (Qty=1);BOQ1.pdf;4
266;Spesifikasi Hardware - Golden Unit Server Category 2 - Dell R760 - 6434 3.7G, 8C x1;Very High Performance Fan x6 (Qty=1);BOQ1.pdf;4
267;Spesifikasi Hardware - Golden Unit Server Category 2 - Dell R760 - 6434 3.7G, 8C x1;Dual, Hot-Plug,Power Supply Fault Tolerant Redundant (1+1), 1400W, Mixed Mode (Qty=1);BOQ1.pdf;4
268;Spesifikasi Hardware - Golden Unit Server Category 2 - Dell R760 - 6434 3.7G, 8C x1;Jumper Cord - C13/C14, 4M, 250V, 10A (US, EU, TW, APCC countries except ANZ) (Qty=2);BOQ1.pdf;4
269;Spesifikasi Hardware - Golden Unit Server Category 2 - Dell R760 - 6434 3.7G, 8C x1;Power Cord - C13, 1.9M, 250V, 10A (Indonesia, Laos, Vietnam) (Qty=2);BOQ1.pdf;4
270;Spesifikasi Hardware - Golden Unit Server Category 2 - Dell R760 - 6434 3.7G, 8C x1;Riser Config 9, 3x8 FH Slots (Gen5), 1x16 LP Slot (Gen4) (Qty=1);BOQ1.pdf;4
271;Spesifikasi Hardware - Golden Unit Server Category 2 - Dell R760 - 6434 3.7G, 8C x1;Motherboard supports ONLY CPUs below 250W (cannot upgrade to CPUs 250W and above) (Qty=1);BOQ1.pdf;4
272;Spesifikasi Hardware - Golden Unit Server Category 2 - Dell R760 - 6434 3.7G, 8C x1;Intel E810-XXV Dual Port 10/25GbE SFP28, OCP NIC 3.0 (Qty=1);BOQ1.pdf;4
273;Spesifikasi Hardware - Golden Unit Server Category 2 - Dell R760 - 6434 3.7G, 8C x1;Broadcom 5720 Dual Port 1GbE LOM (Qty=1);BOQ1.pdf;4
274;Spesifikasi Hardware - Golden Unit Server Category 2 - Dell R760 - 6434 3.7G, 8C x1;Intel E810-XXV Dual Port 10/25GbE SFP28 Adapter, PCIe Full Height (Qty=2);BOQ1.pdf;4
275;Spesifikasi Hardware - Golden Unit Server Category 2 - Dell R760 - 6434 3.7G, 8C x1;Intel E810-XXV Dual Port 10/25GbE SFP28 Adapter, PCIe Low Profile (Qty=1);BOQ1.pdf;4
276;Spesifikasi Hardware - Golden Unit Server Category 2 - Dell R760 - 6434 3.7G, 8C x1;No Cables Required (Qty=1);BOQ1.pdf;4
277;Spesifikasi Hardware - Golden Unit Server Category 2 - Dell R760 - 6434 3.7G, 8C x1;PowerEdge 2U Standard Bezel (Qty=1);BOQ1.pdf;4
278;Spesifikasi Hardware - Golden Unit Server Category 2 - Dell R760 - 6434 3.7G, 8C x1;Spesifikasi Teknis (Qty=1);BOQ1.pdf;5
279;Spesifikasi Hardware - Golden Unit Server Category 2 - Dell R760 - 6434 3.7G, 8C x1;Assembly BOSS Blank (Qty=1);BOQ1.pdf;5
280;Spesifikasi Hardware - Golden Unit Server Category 2 - Dell R760 - 6434 3.7G, 8C x1;SFP+, SR, Optical Transceiver, Intel, 10Gb-1Gb (Qty=6);BOQ1.pdf;5
281;Spesifikasi Hardware - Golden Unit Server Category 2 - Dell R760 - 6434 3.7G, 8C x1;SFP28 SR Optic, 25GbE, 85C, for all SFP28 ports (Qty=2);BOQ1.pdf;5
282;Spesifikasi Hardware - Golden Unit Server Category 2 - Dell R760 - 6434 3.7G, 8C x1;Red Hat Enterprise Linux, Non Factory Install, Requires License & Subscription Selection (Qty=1);BOQ1.pdf;5
283;Spesifikasi Hardware - Golden Unit Server Category 2 - Dell R760 - 6434 3.7G, 8C x1;No Media Required (Qty=1);BOQ1.pdf;5
284;Spesifikasi Hardware - Golden Unit Server Category 2 - Dell R760 - 6434 3.7G, 8C x1;RHEL, 2SKT,1 Physical OR 2Guest,3Yr PREMIUM SUB,Digitally Fulfilled (Qty=1);BOQ1.pdf;5
285;Spesifikasi Hardware - Golden Unit Server Category 2 - Dell R760 - 6434 3.7G, 8C x1;iDRAC9, Enterprise 16G (Qty=1);BOQ1.pdf;5
286;Spesifikasi Hardware - Golden Unit Server Category 2 - Dell R760 - 6434 3.7G, 8C x1;OpenManage Enterprise Advanced (Qty=1);BOQ1.pdf;5
287;Spesifikasi Hardware - Golden Unit Server Category 2 - Dell R760 - 6434 3.7G, 8C x1;No Quick Sync (Qty=1);BOQ1.pdf;5
288;Spesifikasi Hardware - Golden Unit Server Category 2 - Dell R760 - 6434 3.7G, 8C x1;iDRAC,Legacy Password (Qty=1);BOQ1.pdf;5
289;Spesifikasi Hardware - Golden Unit Server Category 2 - Dell R760 - 6434 3.7G, 8C x1;iDRAC Service Module (ISM), NOT Installed (Qty=1);BOQ1.pdf;5
290;Spesifikasi Hardware - Golden Unit Server Category 2 - Dell R760 - 6434 3.7G, 8C x1;iDRAC Group Manager, Enabled (Qty=1);BOQ1.pdf;5
291;Spesifikasi Hardware - Golden Unit Server Category 2 - Dell R760 - 6434 3.7G, 8C x1;Cable Management Arm, 2U (Qty=1);BOQ1.pdf;5
292;Spesifikasi Hardware - Golden Unit Server Category 2 - Dell R760 - 6434 3.7G, 8C x1;ReadyRails Sliding Rails (Qty=1);BOQ1.pdf;5
293;Spesifikasi Hardware - Golden Unit Server Category 2 - Dell R760 - 6434 3.7G, 8C x1;No Systems Documentation, No OpenManage DVD Kit (Qty=1);BOQ1.pdf;5
294;Spesifikasi Hardware - Golden Unit Server Category 2 - Dell R760 - 6434 3.7G, 8C x1;Prosupport Plus and 4Hr Mission Critical, 36 Month(s) (Qty=1);BOQ1.pdf;5
295;Spesifikasi Hardware - Server Category 3 - Dell R760 - 6434 3.7G, 8C x1;Specification each unit : (Qty=1);BOQ1.pdf;5
296;Spesifikasi Hardware - Server Category 3 - Dell R760 - 6434 3.7G, 8C x1;PowerEdge R760 Server (Qty=1);BOQ1.pdf;5
297;Spesifikasi Hardware - Server Category 3 - Dell R760 - 6434 3.7G, 8C x1;Trusted Platform Module 2.0 V3 (Qty=1);BOQ1.pdf;5
298;Spesifikasi Hardware - Server Category 3 - Dell R760 - 6434 3.7G, 8C x1;"2.5"" Chassis with up to 16 Drives (8 SAS/SATA + 8 NVMe HWRAID), Smart Flow, Dual Controller,Front PERC 12 (Qty=1)";BOQ1.pdf;5
299;Spesifikasi Hardware - Server Category 3 - Dell R760 - 6434 3.7G, 8C x1;Intel  Xeon  Gold 6434 3.7G, 8C/16T, 16GT/s, 23M Cache, Turbo, HT (195W) DDR5-4800 (Qty=1);BOQ1.pdf;5
300;Spesifikasi Hardware - Server Category 3 - Dell R760 - 6434 3.7G, 8C x1;No Additional Processor (Qty=1);BOQ1.pdf;5
301;Spesifikasi Hardware - Server Category 3 - Dell R760 - 6434 3.7G, 8C x1;Heatsink for 1 CPU configuration (CPU greater than 165W) (Qty=1);BOQ1.pdf;5
302;Spesifikasi Hardware - Server Category 3 - Dell R760 - 6434 3.7G, 8C x1;Performance Optimized (Qty=1);BOQ1.pdf;5
303;Spesifikasi Hardware - Server Category 3 - Dell R760 - 6434 3.7G, 8C x1;4800MT/s RDIMMs (Qty=1);BOQ1.pdf;5
304;Spesifikasi Hardware - Server Category 3 - Dell R760 - 6434 3.7G, 8C x1;32GB RDIMM, 4800MT/s Dual Rank (Qty=8);BOQ1.pdf;5
305;Spesifikasi Hardware - Server Category 3 - Dell R760 - 6434 3.7G, 8C x1;C49, No RAID for drives on x16BP (Qty=1);BOQ1.pdf;5
306;Spesifikasi Hardware - Server Category 3 - Dell R760 - 6434 3.7G, 8C x1;PERC H965i Controller, Front (Qty=1);BOQ1.pdf;5
307;Spesifikasi Hardware - Server Category 3 - Dell R760 - 6434 3.7G, 8C x1;PERC H965i Controller, Front (Qty=1);BOQ1.pdf;5
308;Spesifikasi Hardware - Server Category 3 - Dell R760 - 6434 3.7G, 8C x1;Front PERC Mechanical Parts, rear load (Qty=1);BOQ1.pdf;5
309;Spesifikasi Hardware - Server Category 3 - Dell R760 - 6434 3.7G, 8C x1;Front PERC Mechanical Parts, rear load (Qty=1);BOQ1.pdf;5
310;Spesifikasi Hardware - Server Category 3 - Dell R760 - 6434 3.7G, 8C x1;480GB SSD SATA Read Intensive 6Gbps 512 2.5in Hot-plug AG Drive, 1 DWPD (Qty=2);BOQ1.pdf;5
311;Spesifikasi Hardware - Server Category 3 - Dell R760 - 6434 3.7G, 8C x1;1.6TB Enterprise NVMe Mixed Use AG Drive U.2 Gen4 with carrier (Qty=2);BOQ1.pdf;5
312;Spesifikasi Hardware - Server Category 3 - Dell R760 - 6434 3.7G, 8C x1;Performance BIOS Setting (Qty=1);BOQ1.pdf;5
313;Spesifikasi Hardware - Server Category 3 - Dell R760 - 6434 3.7G, 8C x1;UEFI BIOS Boot Mode with GPT Partition (Qty=1);BOQ1.pdf;5
314;Spesifikasi Hardware - Server Category 3 - Dell R760 - 6434 3.7G, 8C x1;Very High Performance Fan x6 (Qty=1);BOQ1.pdf;5
315;Spesifikasi Hardware - Server Category 3 - Dell R760 - 6434 3.7G, 8C x1;Dual, Hot-Plug,Power Supply Redundant (1+1), 1400W, Mixed Mode (Qty=1);BOQ1.pdf;5
316;Spesifikasi Hardware - Server Category 3 - Dell R760 - 6434 3.7G, 8C x1;Jumper Cord - C13/C14, 4M, 250V, 10A (US, EU, TW, APCC countries except ANZ) (Qty=2);BOQ1.pdf;5
317;Spesifikasi Hardware - Server Category 3 - Dell R760 - 6434 3.7G, 8C x1;Power Cord - C13, 1.9M, 250V, 10A (Indonesia, Laos, Vietnam) (Qty=2);BOQ1.pdf;5
318;Spesifikasi Hardware - Server Category 3 - Dell R760 - 6434 3.7G, 8C x1;Riser Config 9, 3x8 FH Slots (Gen5), 1x16 LP Slot (Gen4) (Qty=1);BOQ1.pdf;5
319;Spesifikasi Hardware - Server Category 3 - Dell R760 - 6434 3.7G, 8C x1;Motherboard supports ONLY CPUs below 250W (cannot upgrade to CPUs 250W and above) (Qty=1);BOQ1.pdf;5
320;Spesifikasi Hardware - Server Category 3 - Dell R760 - 6434 3.7G, 8C x1;Intel E810-XXV Dual Port 10/25GbE SFP28, OCP NIC 3.0 (Qty=1);BOQ1.pdf;5
321;Spesifikasi Hardware - Server Category 3 - Dell R760 - 6434 3.7G, 8C x1;Broadcom 5720 Dual Port 1GbE LOM (Qty=1);BOQ1.pdf;5
322;Spesifikasi Hardware - Server Category 3 - Dell R760 - 6434 3.7G, 8C x1;Spesifikasi Teknis (Qty=1);BOQ1.pdf;6
323;Spesifikasi Hardware - Server Category 3 - Dell R760 - 6434 3.7G, 8C x1;Intel E810-XXV Dual Port 10/25GbE SFP28 Adapter, PCIe Full Height (Qty=2);BOQ1.pdf;6
324;Spesifikasi Hardware - Server Category 3 - Dell R760 - 6434 3.7G, 8C x1;Intel E810-XXV Dual Port 10/25GbE SFP28 Adapter, PCIe Low Profile (Qty=1);BOQ1.pdf;6
325;Spesifikasi Hardware - Server Category 3 - Dell R760 - 6434 3.7G, 8C x1;No Cables Required (Qty=1);BOQ1.pdf;6
326;Spesifikasi Hardware - Server Category 3 - Dell R760 - 6434 3.7G, 8C x1;PowerEdge 2U Standard Bezel (Qty=1);BOQ1.pdf;6
327;Spesifikasi Hardware - Server Category 3 - Dell R760 - 6434 3.7G, 8C x1;Assembly BOSS Blank (Qty=1);BOQ1.pdf;6
328;Spesifikasi Hardware - Server Category 3 - Dell R760 - 6434 3.7G, 8C x1;SFP+, SR, Optical Transceiver, Intel, 10Gb-1Gb (Qty=6);BOQ1.pdf;6
329;Spesifikasi Hardware - Server Category 3 - Dell R760 - 6434 3.7G, 8C x1;SFP28 SR Optic, 25GbE, 85C, for all SFP28 ports (Qty=2);BOQ1.pdf;6
330;Spesifikasi Hardware - Server Category 3 - Dell R760 - 6434 3.7G, 8C x1;Red Hat Enterprise Linux, Non Factory Install, Requires License & Subscription Selection (Qty=1);BOQ1.pdf;6
331;Spesifikasi Hardware - Server Category 3 - Dell R760 - 6434 3.7G, 8C x1;No Media Required (Qty=1);BOQ1.pdf;6
332;Spesifikasi Hardware - Server Category 3 - Dell R760 - 6434 3.7G, 8C x1;RHEL, 2SKT,1 Physical OR 2Guest,3Yr PREMIUM SUB,Digitally Fulfilled (Qty=1);BOQ1.pdf;6
333;Spesifikasi Hardware - Server Category 3 - Dell R760 - 6434 3.7G, 8C x1;iDRAC9, Enterprise 16G (Qty=1);BOQ1.pdf;6
334;Spesifikasi Hardware - Server Category 3 - Dell R760 - 6434 3.7G, 8C x1;OpenManage Enterprise Advanced (Qty=1);BOQ1.pdf;6
335;Spesifikasi Hardware - Server Category 3 - Dell R760 - 6434 3.7G, 8C x1;No Quick Sync (Qty=1);BOQ1.pdf;6
336;Spesifikasi Hardware - Server Category 3 - Dell R760 - 6434 3.7G, 8C x1;iDRAC,Legacy Password (Qty=1);BOQ1.pdf;6
337;Spesifikasi Hardware - Server Category 3 - Dell R760 - 6434 3.7G, 8C x1;iDRAC Service Module (ISM), NOT Installed (Qty=1);BOQ1.pdf;6
338;Spesifikasi Hardware - Server Category 3 - Dell R760 - 6434 3.7G, 8C x1;iDRAC Group Manager, Enabled (Qty=1);BOQ1.pdf;6
339;Spesifikasi Hardware - Server Category 3 - Dell R760 - 6434 3.7G, 8C x1;Cable Management Arm, 2U (Qty=1);BOQ1.pdf;6
340;Spesifikasi Hardware - Server Category 3 - Dell R760 - 6434 3.7G, 8C x1;ReadyRails Sliding Rails (Qty=1);BOQ1.pdf;6
341;Spesifikasi Hardware - Server Category 3 - Dell R760 - 6434 3.7G, 8C x1;Fan Foam, HDD 2U (Qty=1);BOQ1.pdf;6
342;Spesifikasi Hardware - Server Category 3 - Dell R760 - 6434 3.7G, 8C x1;No Systems Documentation, No OpenManage DVD Kit (Qty=1);BOQ1.pdf;6
343;Spesifikasi Hardware - Server Category 3 - Dell R760 - 6434 3.7G, 8C x1;Prosupport Plus and 4Hr Mission Critical, 36 Month(s) (Qty=1);BOQ1.pdf;6
344;Spesifikasi Hardware - Golden Unit Server Category 3 - Dell R760 - 6434 3.7G, 8C x1;Specification each unit : (Qty=1);BOQ1.pdf;6
345;Spesifikasi Hardware - Golden Unit Server Category 3 - Dell R760 - 6434 3.7G, 8C x1;PowerEdge R760 Server (Qty=1);BOQ1.pdf;6
346;Spesifikasi Hardware - Golden Unit Server Category 3 - Dell R760 - 6434 3.7G, 8C x1;Trusted Platform Module 2.0 V3 (Qty=1);BOQ1.pdf;6
347;Spesifikasi Hardware - Golden Unit Server Category 3 - Dell R760 - 6434 3.7G, 8C x1;"2.5"" Chassis with up to 16 Drives (8 SAS/SATA + 8 NVMe HWRAID), Smart Flow, Dual Controller,Front PERC 12 (Qty=1)";BOQ1.pdf;6
